product_name,review,review_date,score,user
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)","I purchased this camera as a gift for my daughter-in-law to take pictures of my new grandson. The only camera she had was her phone. This camera is small enough to fit inside a diaper bag or small purse. The only thing is it does have to be periodically charged and one may forget to check it before that ""must have"" picture. Still, it's a good camera & she loves it!","June 27, 2019",5.0 out of 5 stars,Lora R.
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)","Got this camera to use on vacation. The image stabilization is good if you only have minor movement and the zoom works pretty well. The camera struggle a little in low lighting but most shot footage outside which worked great. Overall, this camera was exactly what we were looking for. It was something cwe could take over seas to capture memories with but wouldn't hurt the bank if it was lost, broken or stolen.","July 6, 2019",5.0 out of 5 stars,JULIE BRIDGMON.
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)","I’m a fairly lazy person when it comes to returns, but I’m actually returning this purchase. To be fair to the company, shipping was much faster than expected which was great since I purchased this for my impatient 6 year old. However, quality of the product is FAR below the reviews. The camera is very cheaply made and feels like it’ll break in your hands at any moment. There is a switch on the side of the camera that changes between close up and scenic views that feels like it’s going to break the whole camera every time I use it. The camera never focused for any image (I’m experienced with photography and couldn’t get it to focus) and after fully charging the battery for over 15 hours it died after only 3 pictures. I would strongly urge you to reconsider purchasing this product and go with a better known proven point and shoot. For the time being my 12 year old Olympus point and shoot is still a significantly better option for my son and I’m disappointed that I even gave this a try.","July 22, 2019",1.0 out of 5 stars,MMS
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)",I used this camera from previous employer. I am no longer at that company so off I went to my local Amazon and now I am the proud owner of this wonderful camera! Size of camera is GREAT! Easily slips into my purse or pocket. Removable memory card (need to purchase separately). Quickly down loads all images and videos on computer.,"June 27, 2019",5.0 out of 5 stars,chris smith
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)","This is such a cute camera. It is similar in size to my phone so I can carry it around with me.The pictures it takes are pretty good! Not the highest quality digital camera, but I got this for the nostalgia feel and the instant photos. The camera acts more like a printer where the images come out fully developed compared to the slow develop of older instant photos.I love the fact that I can have a digital copy of the photos so I can give them away to friends.","July 9, 2019",5.0 out of 5 stars,Sue 
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)","This will make a perfect birthday gift for my 11-year-old nephew, who enjoys taking ""professional"" photos and videos for his family and friends. 18 Mega Pixels,1080P high definition resolution, and a LCD display, this camera is a professional device. And extended storage should be enough for him to take many photos and videos. I've played with it for a little bit. It was easy to operate, and the picture/video quality were great. I'm sure he'll be very excited and happy to receive this gift.","July 6, 2019",5.0 out of 5 stars,Chris Flores.
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)","with tonnes of personality. Bought this for my daughter and she loves it. She takes it everywhere. Very easy to use and the quality is fantastic for such a small picture. It tells you which setting to use dependant on light, we have only ever had 1 bad picture from it and it was probably nothing to do with the camera! The selfie mirror is brilliant. A great bit if kit for taking memories to treasure","August 3, 2019",5.0 out of 5 stars,Gerrie Suleta
"HD Mini Digital Cameras,Point and Shoot Digital Cameras for Kids Teenagers Beginners-Travel,Camping,Outdoors,School (Black 2)","My daughter who is 7 took pics of all the family, the pictures are so retro ( and flattering) , yes the film can be pricey but the pictures everyone was admiring! We will keep them forever in a lovely pink album!,The chunky, easy to use design means all ages can manage it- not a lot can go wrong! Would definitely recommend a present that keeps on giving and encourages creativity","August 3, 2019",5.0 out of 5 stars,Teddy
"GordVE 2.7 Inch Digital Camera, HD Camera for Backpacking, Mini Digital Camera Pocket Cameras Digital with Zoom, Compact Cameras for Photography","I wanted a small, easy to use camera that could zoom for a trip to Scotland and Ireland.  The camera worked extremely well, though I never went past the 8x optical zoom.  I especially love the option to delay the shutter by 2 seconds in low light to prevent camera shake when pressing the shutter button.  Underexposing on stained glass windows (which otherwise looked all white) worked very well.I bought a spare battery and recharger.  I took 1,050 pictures over 22 days, and only replaced the battery twice.  The spent battery recharged in 2 hours.The only problem with the camera is the small cord, which I could not put around my neck.  Consequently, I dropped the camera on stone steps, and it got banged up.  It continued to produce great photos.  I took it to a camera shop, which gave me a long cord to attach to the camera's small cord, so I didn't drop it again.  However, the shop advised me that the tiny connections inside could have come loose, and the camera might not work after a few weeks.  It got me through the trip, and I will now buy another one to replace it.","February 27, 2019",5.0 out of 5 stars,Amazoncustomer
"GordVE 2.7 Inch Digital Camera, HD Camera for Backpacking, Mini Digital Camera Pocket Cameras Digital with Zoom, Compact Cameras for Photography",I just got this yesterday but I've already used it three times. Very Good item. Like it!,"April 24, 2019",5.0 out of 5 stars,AmazonCustomer
"GordVE 2.7 Inch Digital Camera, HD Camera for Backpacking, Mini Digital Camera Pocket Cameras Digital with Zoom, Compact Cameras for Photography","This point and shoot has been great to use and I have been quite satisfied with it considering its low price. I have attached test photos and videos so you can be the judge on the quality. I noticed that this camera is especially good at picking up accurate and bold colors in both the photo and video modes.it includes a "";Getting Started""; guide, a warranty card, a small lanyard, a 680mah battery, an external battery charger (which is nice if you plan on buying additional batteries), and the camera itself.With the popularity of smartphones, what is the appeal of this entry-level point and shoot camera? Well, unlike most smartphones, this camera features an 8x optical zoom. This is a great feature that allows you to zoom in decently close while experiencing a minimal degradation in quality. The camera's maximum video quality is 720p but it features quick auto focusing and as mentioned before, good accurate colors. The only issue that I had with the video quality is that the stabilization is not the best.Conclusion: This is overall a great entry-level point and shoot and I do not think you will be disappointed for the price. The 8x optical zoom is definitely my favorite feature and the photo and video quality is about what you would expect for a camera in this price range. There is no included SD card so you will need to buy one, and there is no included transfer cable (mini USB) so you will also need to buy one of those to load the photos and video onto your computer unless you have an SD card slot. The user interface on the camera is easy and simple to use. This camera is great for those who are not extremely technologically savvy as there is basically no learning curve. Nice job it.Disclaimer: I purchased this product with my own money for my own personal use.","February 27, 2019",5.0 out of 5 stars,Roberta Steiner
